"source","target"
"x1318885293483839488","x1214315619031478272"
"x526262059","x1214315619031478272"
"x82653691","x38395124"
"x939242837962616833","x1214315619031478272"
"x1176904892344090628","x482878437"
"x1124326028380393472","x1214315619031478272"
"x325517086","x32861321"
"x252545618","x1214315619031478272"
"x1321092792","x945919382"
"x2543322702","x38395124"
"x139423042","x226560913"
"x517866137","x38395124"
"x1289486107344855040","x1214315619031478272"
"x1224667654713159680","x1214315619031478272"
"x475910322","x38395124"
"x1095733781279977473","x1214315619031478272"
"x547957320","x133663801"
"x1126129949470003202","x482878437"
"x2220216917","x1214315619031478272"
"x1488638768","x1214315619031478272"
"x1208306481906499584","x1214315619031478272"
"x935455449113034752","x32861321"
"x4471148955","x482878437"
"x3293888722","x1214315619031478272"
"x307367699","x1214315619031478272"
"x397518340","x1214315619031478272"
"x1183764149844750337","x1214315619031478272"
"x1174817391651491842","x1214315619031478272"
"x607130952","x482878437"
"x1226183081054392320","x1214315619031478272"
"x1222146186737520641","x38395124"
"x1326444492094889986","x1214315619031478272"
"x732788467","x482878437"
"x2414618287","x1214315619031478272"
"x1346409735160033280","x482878437"
"x4376305821","x1214315619031478272"
"x1201128502902308864","x1214315619031478272"
"x1303561259229548544","x1214315619031478272"
"x710684360391921665","x482878437"
"x1179853873336524801","x1214315619031478272"
"x83139061","x38395124"
"x650113","x119676746"
"x3929307022","x482878437"
"x2413750195","x32861321"
"x294541010","x38395124"
"x1272269598","x1214315619031478272"
"x720796507558035457","x262267551"
"x882028308","x262267551"
"x29414641","x1033745532630519810"
"x1079757911633653760","x482878437"
"x1116391938737963009","x1214315619031478272"
"x18123394","x133663801"
"x79568537","x32861321"
"x809793555153768448","x1214315619031478272"
"x1338454732973756418","x200659061"
"x551952292","x551952292"
"x136807298","x21194982"
"x422679803","x133663801"
"x1130554997090017280","x1214315619031478272"
"x2162490576","x83864876"
"x1461729397","x1214315619031478272"
"x3543555915","x482878437"
"x2576454150","x133663801"
"x2160895940","x1033745532630519810"
"x1162232646","x1214315619031478272"
"x109074316","x133663801"
"x1137097998033412097","x1214315619031478272"
"x756581674541019136","x1214315619031478272"
"x1325857979732811784","x482878437"
"x828674078391300096","x1214315619031478272"
"x83396757","x1214315619031478272"
"x1244563887749562369","x482878437"
"x828882110698180609","x21313364"
"x80355508","x21313364"
"x1292034793","x1214315619031478272"
"x1272455138167455744","x32861321"
"x118307253","x482878437"
"x827145318437355520","x21313364"
"x699173462124974080","x1214315619031478272"
"x1691573304","x21313364"
"x1059149099260350464","x1214315619031478272"
"x62065089","x21313364"
"x417885016","x21313364"
"x204284437","x262267551"
"x1160215393165856769","x16884402"
"x3024999509","x1214315619031478272"
"x582067215","x1214315619031478272"
"x1270842399347167233","x133663801"
"x888117038161342464","x374402411"
"x1043738309372071936","x374402411"
"x1113934795711623169","x1214315619031478272"
"x1344038947136167938","x374402411"
"x293606138","x15892162"
"x940180135","x1214315619031478272"
"x359678833","x21313364"
"x959768089696047104","x1214315619031478272"
"x1279504206068662276","x32861321"
"x1126944500767711238","x374402411"
"x3283844509","x1214315619031478272"
"x997803947741057025","x1214315619031478272"
"x2328788477","x1279319486"
"x1260093254034509824","x374402411"
"x2881042342","x482878437"
"x1288501584171868160","x1214315619031478272"
"x1061672087163691008","x1214315619031478272"
"x1226323654688100358","x1214315619031478272"
"x4279416323","x21313364"
"x3392571189","x374402411"
"x749680562240184321","x374402411"
"x1041754680488091649","x1214315619031478272"
"x1299451400318054400","x1214315619031478272"
"x846815639822090240","x1214315619031478272"
"x1313545515196395520","x374402411"
"x2478464864","x1214315619031478272"
"x572670587","x482878437"
"x1211281899617837056","x1214315619031478272"
"x1331660897463521287","x1214315619031478272"
"x413033916","x1214315619031478272"
"x1112963013043261440","x1214315619031478272"
"x896495323547402240","x1214315619031478272"
"x2716783272","x1335991308"
"x463639623","x1033745532630519810"
"x811538128213254146","x1214315619031478272"
"x993539965769445376","x1214315619031478272"
"x3417693471","x1118605648260939777"
"x547203085","x1033745532630519810"
"x885526268879523842","x1205119072557502464"
"x1240648308407840768","x1214315619031478272"
"x1108417205115457536","x32861321"
"x2246732097","x1214315619031478272"
"x4839113597","x1335991308"
"x1277668258582278144","x374402411"
"x2891269396","x1214315619031478272"
"x1006915060722225152","x1214315619031478272"
"x885218446681702400","x1214315619031478272"
"x1294626631886213120","x1214315619031478272"
"x818038242","x1214315619031478272"
"x2989687179","x1214315619031478272"
"x218611513","x1214315619031478272"
"x31052338","x861574608"
"x2746775819","x1214315619031478272"
"x706467218","x861574608"
"x1726769460","x1214315619031478272"
"x17593012","x861574608"
"x174326366","x80373632"
"x1216835766569095168","x861574608"
"x1001555572209143809","x1214315619031478272"
"x1294926921403375616","x374402411"
"x1249647481350049792","x1326928575916879880"
"x1050024948864045056","x1214315619031478272"
"x1354205105688637441","x1326928575916879880"
"x1253691918413787137","x1326928575916879880"
"x1182974494694170624","x861574608"
"x1311555023395000320","x374402411"
"x1243955827729457155","x1326928575916879880"
"x924257887567929344","x1326928575916879880"
"x1250140283116937222","x1326928575916879880"
"x1311908934790393856","x1326928575916879880"
"x810275922024734720","x21313364"
"x507961044","x1326928575916879880"
"x230343472","x861574608"
"x2891081165","x1326928575916879880"
"x1441826222","x1214315619031478272"
"x866944650","x1033745532630519810"
"x2280736897","x1033745532630519810"
"x1270979864808566784","x1326928575916879880"
"x1249723972872265728","x1326928575916879880"
"x3115299356","x133663801"
"x795664494802403329","x861574608"
"x998621981116370945","x1214315619031478272"
"x991890968","x861574608"
"x843269084","x1326928575916879880"
"x1200779285205835781","x1033745532630519810"
"x368988176","x555919899"
"x554159547","x554159547"
"x145667633","x1214315619031478272"
"x1197963859954405377","x1560664110"
"x301498909","x374402411"
"x1041266016414720000","x752214803125563397"
"x1258707144079282176","x1560664110"
"x2282062188","x1214315619031478272"
"x1335251467310166018","x1326928575916879880"
"x288844984","x1326928575916879880"
"x798617583834501122","x482878437"
"x956643972788649993","x374402411"
"x1339603549","x1560664110"
"x15178762","x3306815273"
"x818190447604535296","x1033745532630519810"
"x17229611","x861574608"
"x728087724","x200659061"
"x302812261","x133663801"
"x999709472","x482878437"
"x1011115963423617024","x776777096"
"x1354767770404216845","x776777096"
"x101332195","x1326928575916879880"
"x450806124","x3306815273"
"x1339571516527271938","x1214315619031478272"
"x384486141","x3306815273"
"x1019867000","x38395124"
"x551131490","x1214315619031478272"
"x1310327547117416453","x971410691059044354"
"x720251450178277376","x1464338094"
"x797502102398521344","x1214315619031478272"
"x1000149036","x1214315619031478272"
"x853592403868909569","x861574608"
"x1215242939905069056","x1214315619031478272"
"x2464135300","x1640054216"
"x825905053911412736","x1640054216"
"x717811579383848960","x1214315619031478272"
"x1063843098852237314","x2313705762"
"x1868993652","x2313705762"
"x392299812","x2313705762"
"x746970688817344512","x971410691059044354"
"x1110894877703921664","x1214315619031478272"
"x1168872844916338689","x338985020"
"x2440161698","x1214315619031478272"
"x27297014","x1560664110"
"x1023885694786265088","x861574608"
"x900263007401517056","x1214315619031478272"
"x881180603617595392","x2313705762"
"x1254701411092385793","x1640054216"
"x1543396879","x2313705762"
"x1349095816024256514","x2282659855"
"x1231989598781366280","x1033745532630519810"
"x1248989123781758979","x971410691059044354"
"x287695574","x1214315619031478272"
"x806611804726165505","x1326928575916879880"
"x1323266585595924480","x971410691059044354"
"x981580611675664390","x1239237935230332928"
"x889905627358801920","x905769986668548097"
"x774219724544761856","x2282659855"
"x280988929","x280988929"
"x902643282190139393","x905769986668548097"
"x4725948436","x82287861"
"x370663768","x1033745532630519810"
"x935625241988157442","x1033745532630519810"
"x1337083147863920641","x905769986668548097"
"x127647496","x82287861"
"x716630421598040065","x200659061"
"x351620146","x82287861"
"x365658623","x82287861"
"x17684875","x1033745532630519810"
"x1239448387960950784","x1326928575916879880"
"x772569811809341441","x1326928575916879880"
"x1240648308407840768","x134785070"
"x481065799","x82287861"
"x1247207930715406336","x1326928575916879880"
"x1192767230","x1033745532630519810"
"x332824252","x1033745532630519810"
"x181212107","x1214315619031478272"
"x1338454732973756418","x971410691059044354"
"x843882227889033216","x3306815273"
"x1127373498","x1308743068493938691"
"x473250248","x210754487"
"x1266300047055978501","x1195820979529945088"
"x25999072","x210754487"
"x437213400","x1214315619031478272"
"x344669702","x210754487"
"x4905682395","x210754487"
"x227319854","x210754487"
"x4192961459","x210754487"
"x1017688854","x905769986668548097"
"x3205850519","x1214315619031478272"
"x1039099039365705729","x2313705762"
"x1076925597396418561","x200659061"
"x1670703949","x1214315619031478272"
"x3557359823","x200659061"
"x456050432","x210754487"
"x3708865336","x776021935771807744"
"x623928127","x776021935771807744"
"x131153211","x1333103519310753794"
"x2692004438","x461485224"
"x801116882426269696","x1118605648260939777"
"x1325064877283663872","x776021935771807744"
"x1114218158037110784","x1214315619031478272"
"x3150949187","x905769986668548097"
"x810437597831032832","x482878437"
"x1345073451942477830","x1326928575916879880"
"x1311283606862602240","x1326928575916879880"
"x1243158561364066310","x1326928575916879880"
"x76328681","x42358454"
"x952492460059578368","x42358454"
"x943933930729803779","x1214315619031478272"
"x1270842399347167233","x776021935771807744"
"x147283300","x1326928575916879880"
"x322841912","x1214315619031478272"
"x714399775131635712","x2236380408"
"x1146341459500646400","x482878437"
"x554578043","x1333103519310753794"
"x579264682","x133663801"
"x1227580857474584577","x1326928575916879880"
"x320353401","x1214315619031478272"
"x14286412","x933308169622900737"
"x2885986001","x1333103519310753794"
"x1310159951306711042","x14260960"
"x1238083073100648448","x1273645999207133184"
"x1007001828737867776","x1326928575916879880"
"x547150665","x133663801"
"x19391273","x1333103519310753794"
"x955370246","x933308169622900737"
"x4717656868","x933308169622900737"
"x2147523844","x200659061"
"x376857119","x1033745532630519810"
"x252170320","x1333103519310753794"
"x1430794202","x1640054216"
"x1247973668300435458","x1326928575916879880"
"x813024104055996418","x1326928575916879880"
"x256915287","x128593679"
"x1242729748289261568","x1326928575916879880"
"x2985327437","x83864876"
"x1345750149918846977","x374402411"
"x3228165790","x1214315619031478272"
"x946825341703806976","x1313588904973479938"
"x2246120027","x2882684049"
"x2835204669","x2882684049"
"x1235506129742041090","x2882684049"
"x782310206","x2882684049"
"x4233175647","x1333103519310753794"
"x722664909209800704","x2882684049"
"x398731520","x82287861"
"x1018544268569440257","x1333103519310753794"
"x127504930","x200659061"
"x94446799","x1560664110"
"x539332894","x1033745532630519810"
"x834099884852727808","x1560664110"
"x1339350784463532037","x1214315619031478272"
"x377596893","x2882684049"
"x432286700","x1560664110"
"x1045945736","x2882684049"
"x196475252","x2882684049"
"x127927308","x1214315619031478272"
"x705090267901259778","x1214315619031478272"
"x153367507","x35777570"
"x3350894127","x2882684049"
"x2651071873","x1333103519310753794"
"x303822110","x35777570"
"x823863712381632513","x35777570"
"x3121792262","x2882684049"
"x535744571","x1214315619031478272"
"x1211749620461629440","x35777570"
"x1307186578146709506","x1118605648260939777"
"x542607262","x35777570"
"x836194566415974405","x1247785908549472256"
"x50279139","x1333103519310753794"
"x1265759305833295873","x1274020014706827264"
"x450181014","x35777570"
"x1063690644064010240","x49304440"
"x2312036961","x2882684049"
"x314828018","x482878437"
"x1095832695463129101","x1214315619031478272"
"x500916392","x210754487"
"x745707823","x4842279509"
"x1287553306714234883","x4842279509"
"x1326223920526221314","x4842279509"
"x193924518","x2882684049"
"x95085837","x4842279509"
"x1271157436825681920","x1033745532630519810"
"x3518317522","x1214315619031478272"
"x394415123","x1309968029791531009"
"x1194389863136681989","x1214315619031478272"
"x119848243","x1328001241994186752"
"x1311030987577528321","x1309968029791531009"
"x997931257882390528","x35777570"
"x1274273527127068672","x1292383922949632000"
"x1346405732057567232","x1292383922949632000"
"x1241197524435828738","x1292383922949632000"
"x572755259","x1292383922949632000"
"x579264682","x35777570"
"x1240548961489948673","x1292383922949632000"
"x864409421681655810","x2882684049"
"x1446460646","x35777570"
"x1310887457785868288","x200659061"
"x126358368","x17886043"
"x110455829","x933308169622900737"
"x1073611104985722880","x1292383922949632000"
"x2323571408","x42358454"
"x1222967759560159232","x42358454"
"x241624827","x1167874222988902400"
"x48008938","x933308169622900737"
"x105086222","x1118605648260939777"
"x48319002","x933308169622900737"
"x909704024324235265","x933308169622900737"
